entry_rva,ghidra_name,ghidra_signature,pdb_name,pdb_segment,pdb_offset
80928,FUN_00413c20,undefined FUN_00413c20(void),??$_Insert@AAU?$pair@$$CBIPAUFileData@ParameterDB@@@std@@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBIPAUFileData@ParameterDB@@@std@@@std@@@std@@@2@@?$_Hash@V?$_Hmap_traits@IPAUFileData@ParameterDB@@V?$hash_compare@IU?$less@I@std@@@stdext@@V?$allocator@U?$pair@$$CBIPAUFileData@ParameterDB@@@std@@@std@@$0A@@stdext@@@std@@IAE?AU?$pair@V?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBIPAUFileData@ParameterDB@@@std@@@std@@@std@@@std@@_N@1@AAU?$pair@$$CBIPAUFileData@ParameterDB@@@1@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBIPAUFileData@ParameterDB@@@std@@@std@@@std@@@1@@Z,1,76832
81264,FUN_00413d70,undefined FUN_00413d70(void),??$_Uninit_fill_n@PAV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@std@@IV12@U?$_Wrap_alloc@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@std@@@std@@@2@V12@@std@@YAXPAV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@0@IPBV10@AAU?$_Wrap_alloc@U?$_Wrap_alloc@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@std@@@std@@@std@@@0@0U_Nonscalar_ptr_iterator_tag@0@@Z,1,77168
81312,FUN_00413da0,undefined FUN_00413da0(void),?_Check_size@?$_Hash@V?$_Hmap_traits@IPAUFileData@ParameterDB@@V?$hash_compare@IU?$less@I@std@@@stdext@@V?$allocator@U?$pair@$$CBIPAUFileData@ParameterDB@@@std@@@std@@$0A@@stdext@@@std@@IAEXXZ,1,77216
81504,FUN_00413e60,undefined FUN_00413e60(void),??$_Buynode@ABU?$pair@PAVcLobbyListener@@I@std@@@?$_List_buy@U?$pair@PAVcLobbyListener@@I@std@@V?$allocator@U?$pair@PAVcLobbyListener@@I@std@@@2@@std@@QAEPAU?$_List_node@U?$pair@PAVcLobbyListener@@I@std@@PAX@1@PAU21@0ABU?$pair@PAVcLobbyListener@@I@1@@Z,1,77408
81552,FUN_00413e90,undefined FUN_00413e90(void),??$_Uninit_move@PAV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@std@@PAV12@U?$_Wrap_alloc@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@std@@@std@@@2@V12@@std@@YAPAV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@0@PAV10@00AAU?$_Wrap_alloc@U?$_Wrap_alloc@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@std@@@std@@@std@@@0@0U_Nonscalar_ptr_iterator_tag@0@@Z,1,77456
81616,FUN_00413ed0,undefined FUN_00413ed0(void),??3ParticleRenderClass@@SAXPAX@Z,1,77520
81632,FUN_00413ee0,undefined FUN_00413ee0(void),??0ParticleSimulateClass@@QAE@PBV0@PBD@Z,1,77536
82240,FUN_00414140,undefined FUN_00414140(void),??_EParticleSimulateClass@@UAEPAXI@Z,1,78144
82288,FUN_00414170,undefined FUN_00414170(void),??1ParticleSimulateClass@@UAE@XZ,1,78192
82480,FUN_00414230,undefined FUN_00414230(void),??_GParticle@@QAEPAXI@Z,1,78384
82544,FUN_00414270,undefined FUN_00414270(void),?Derive@ParticleSimulateClass@@UBEPAV1@PBD@Z,1,78448
82672,FUN_004142f0,undefined FUN_004142f0(void),?Apply@ParticleSimulateClass@@UAEXM@Z,1,78576
82944,FUN_00414400,undefined FUN_00414400(void),?Build@ParticleSimulateClass@@QBEXABUMAT_3D@@ABUVECTOR_3D@@1M@Z,1,78848
83424,FUN_004145e0,undefined FUN_004145e0(void),?Find@ParticleSimulateClass@@SAPBV1@PBD@Z,1,79328
83936,FUN_004147e0,undefined FUN_004147e0(void),?Cleanup@ParticleSimulateClass@@SAXXZ,1,79840
84000,FUN_00414820,undefined FUN_00414820(void),?SimulateAll@ParticleSimulateClass@@SAXM@Z,1,79904
84144,FUN_004148b0,undefined FUN_004148b0(void),?erase@?$_Hash@V?$_Hmap_traits@KPBVParticleSimulateClass@@V?$hash_compare@KU?$less@K@std@@@stdext@@V?$allocator@U?$pair@$$CBKPBVParticleSimulateClass@@@std@@@std@@$0A@@stdext@@@std@@QAE?AV?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBKPBVParticleSimulateClass@@@std@@@std@@@std@@@2@V?$_List_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBKPBVParticleSimulateClass@@@std@@@std@@@std@@@2@@Z,1,80048
84336,FUN_00414970,undefined FUN_00414970(void),??$insert@U?$pair@KPAVParticleSimulateClass@@@std@@@?$_Hash@V?$_Hmap_traits@KPBVParticleSimulateClass@@V?$hash_compare@KU?$less@K@std@@@stdext@@V?$allocator@U?$pair@$$CBKPBVParticleSimulateClass@@@std@@@std@@$0A@@stdext@@@std@@QAE?AU?$pair@V?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBKPBVParticleSimulateClass@@@std@@@std@@@std@@@std@@_N@1@$$QAU?$pair@KPAVParticleSimulateClass@@@1@@Z,1,80240
84448,FUN_004149e0,undefined FUN_004149e0(void),??3ParticleSimulateClass@@SAXPAX@Z,1,80352
84464,FUN_004149f0,undefined FUN_004149f0(void),??3ParticleSpraySimulateClass@@SAXPAX@Z,1,80368
84480,FUN_00414a00,undefined FUN_00414a00(void),??_EParticleSpraySimulateClass@@UAEPAXI@Z,1,80384
84528,FUN_00414a30,undefined FUN_00414a30(void),?Derive@ParticleSpraySimulateClass@@UBEPAVParticleSimulateClass@@PBD@Z,1,80432
84672,FUN_00414ac0,undefined FUN_00414ac0(void),?Apply@ParticleSpraySimulateClass@@UAEXM@Z,1,80576
85088,FUN_00414c60,undefined FUN_00414c60(void),_UserPref_arcadeMode,1,80992
85120,FUN_00414c80,undefined FUN_00414c80(void),?Init@ParticleSystem@@UAEXXZ,1,81024
85136,FUN_00414c90,undefined FUN_00414c90(void),?PostRun@ParticleSystem@@UAEXXZ,1,81040
85232,FUN_00414cf0,undefined FUN_00414cf0(void),?Submit@ParticleSystem@@UAEXPAUCAMERA@@@Z,1,81136
85456,FUN_00414dd0,undefined FUN_00414dd0(void),?Cleanup@ParticleSystem@@UAEXXZ,1,81360
85760,FUN_00414f00,undefined FUN_00414f00(void),??3PlanarRenderClass@@SAXPAX@Z,1,81664
85776,FUN_00414f10,undefined FUN_00414f10(void),??_EPlanarRender@@UAEPAXI@Z,1,81680
85856,FUN_00414f60,undefined FUN_00414f60(void),??0PlanarRenderClass@@QAE@PBV0@PBD@Z,1,81760
86048,FUN_00415020,undefined FUN_00415020(void),??_EPlanarRenderClass@@UAEPAXI@Z,1,81952
86096,FUN_00415050,undefined FUN_00415050(void),?Build@PlanarRenderClass@@UBEXPAUParticleRenderPointer@@PBUMAT_3D@@@Z,1,82000
86160,FUN_00415090,undefined FUN_00415090(void),?Derive@PlanarRenderClass@@UBEPAVParticleRenderClass@@PBD@Z,1,82064
86288,FUN_00415110,undefined FUN_00415110(void),?Render@PlanarRenderClass@@UAEXPAUCAMERA@@@Z,1,82192
88096,FUN_00415820,undefined FUN_00415820(void),??3SmokeSimulateClass@@SAXPAX@Z,1,84000
88112,FUN_00415830,undefined FUN_00415830(void),??_ESmokeSimulateClass@@UAEPAXI@Z,1,84016
88160,FUN_00415860,undefined FUN_00415860(void),?Derive@SmokeSimulateClass@@UBEPAVParticleSimulateClass@@PBD@Z,1,84064
88304,FUN_004158f0,undefined FUN_004158f0(void),?Apply@SmokeSimulateClass@@UAEXM@Z,1,84208
88432,FUN_00415970,undefined FUN_00415970(void),??3SpriteRenderClass@@SAXPAX@Z,1,84336
88448,FUN_00415980,undefined FUN_00415980(void),??0SpriteRender@@QAE@PBVSpriteRenderClass@@PAUParticleRenderPointer@@PBUMAT_3D@@@Z,1,84352
88704,FUN_00415a80,undefined FUN_00415a80(void),??_ESpriteRender@@UAEPAXI@Z,1,84608
88784,FUN_00415ad0,undefined FUN_00415ad0(void),??0SpriteRenderClass@@QAE@PBV0@PBD@Z,1,84688
89056,FUN_00415be0,undefined FUN_00415be0(void),??_ESpriteRenderClass@@UAEPAXI@Z,1,84960
89104,FUN_00415c10,undefined FUN_00415c10(void),?Build@SpriteRenderClass@@UBEXPAUParticleRenderPointer@@PBUMAT_3D@@@Z,1,85008
89168,FUN_00415c50,undefined FUN_00415c50(void),?Derive@SpriteRenderClass@@UBEPAVParticleRenderClass@@PBD@Z,1,85072
89296,FUN_00415cd0,undefined FUN_00415cd0(void),?Render@SpriteRenderClass@@UAEXPAUCAMERA@@@Z,1,85200
91328,default_error_condition,undefined default_error_condition(void),?Detach@TrailRender@@UAEXPBUMAT_3D@@M@Z,1,87232
91984,FUN_00416750,undefined FUN_00416750(void),?Derive@TrailRenderClass@@UBEPAVParticleRenderClass@@PBD@Z,1,87888
96560,FUN_00417930,undefined FUN_00417930(void),??_ETwirlRenderClass@@UAEPAXI@Z,1,92464
96672,FID_conflict:_wmemcpy,"wchar_t * __cdecl FID_conflict:_wmemcpy(wchar_t * _S1, wchar_t * _S2, size_t _N)",?Derive@TwirlRenderClass@@UBEPAVParticleRenderClass@@PBD@Z,1,92576
98480,FUN_004180b0,undefined FUN_004180b0(void),??3TwirlTrailRenderClass@@SAXPAX@Z,1,94384
98752,FUN_004181c0,undefined FUN_004181c0(void),??_ETwirlTrailRender@@UAEPAXI@Z,1,94656
99248,FUN_004183b0,undefined FUN_004183b0(void),?Detach@TwirlTrailRender@@UAEXPBUMAT_3D@@M@Z,1,95152
100336,FUN_004187f0,undefined FUN_004187f0(void),?Derive@TwirlTrailRenderClass@@UBEPAVParticleRenderClass@@PBD@Z,1,96240
106224,FUN_00419ef0,undefined FUN_00419ef0(void),?CreateObject@AiMission@@SAPAVSObject@@XZ,1,102128
106896,FUN_0041a190,undefined FUN_0041a190(void),??0AiMission@@QAE@XZ,1,102800
109888,FUN_0041ad40,undefined FUN_0041ad40(void),?afterIlluminationPassesCreated@Listener@MaterialManager@Ogre@@UAE_NPAVTechnique@3@@Z,1,105792
111472,FUN_0041b370,undefined FUN_0041b370(void),?Load@AiPath@@QAE_NPAU_iobuf@@@Z,1,107376
112560,FUN_0041b7b0,undefined FUN_0041b7b0(void),?Cleanup@AiPath@@SAXXZ,1,108464
113360,FUN_0041bad0,undefined FUN_0041bad0(void),?Save@AiProcess@@UAE_NPAU_iobuf@@@Z,1,109264
114176,FUN_0041be00,undefined FUN_0041be00(void),??_EAiTask@@UAEPAXI@Z,1,110080
114816,FUN_0041c080,undefined FUN_0041c080(void),?Get_Next_Object@Range_Search_Results@@QAE_NAAPAH@Z,1,110720
129728,FUN_0041fac0,undefined FUN_0041fac0(void),?WallCheck@@YA_NIIIW4DirType@@0PAVGameObject@@AAUVECTOR_3D@@@Z,1,125632
137808,FUN_00421a50,undefined FUN_00421a50(void),?HazardCells@@YAXMMMH_N@Z,1,133712
138912,FUN_00421ea0,undefined FUN_00421ea0(void),?LabelConnectedRegions@@YAXXZ,1,134816
143552,_Vector_iterator<>,undefined _Vector_iterator<>(void),?DeleteObject@AiUtilFeature@@UAEXPAVGameObject@@@Z,1,139456
144992,fpos<int>,"undefined __thiscall fpos<int>(fpos<int> * this, int param_1, __int64 param_2)",?_Rrotate@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@@2@$00@std@@@std@@IAEXPAU?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@PAX@2@@Z,1,140896
145088,_String_const_iterator<>,undefined _String_const_iterator<>(void),?_Max@?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@@std@@@std@@SAPAU?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@PAX@2@PAU32@@Z,1,140992
145392,FID_conflict:operator==,undefined FID_conflict:operator==(void),?_Buyheadnode@?$_Tree_alloc@$0A@U?$_Tree_base_types@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@V?$multimap@UEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBDUKeyOrder@12@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBD@std@@@std@@@std@@@std@@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@V?$multimap@UEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBDUKeyOrder@12@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBD@std@@@std@@@std@@@std@@@2@@std@@@std@@QAEPAU?$_Tree_node@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@V?$multimap@UEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBDUKeyOrder@12@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBD@std@@@std@@@std@@@std@@PAX@2@XZ,1,141296
145488,_Vector_iterator<>,undefined _Vector_iterator<>(void),??$_Insert_hint@AAU?$pair@QAVGameObject@@UArea@@@std@@PAU?$_Tree_node@U?$pair@QAVGameObject@@UArea@@@std@@PAX@2@@?$_Tree@V?$_Tmap_traits@PAVGameObject@@UArea@@U?$less@PAVGameObject@@@std@@V?$allocator@U?$pair@QAVGameObject@@UArea@@@std@@@4@$0A@@std@@@std@@IAE?AV?$_Tree_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@QAVGameObject@@UArea@@@std@@@std@@@std@@@1@V?$_Tree_const_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@QAVGameObject@@UArea@@@std@@@std@@@std@@@1@AAU?$pair@QAVGameObject@@UArea@@@1@PAU?$_Tree_node@U?$pair@QAVGameObject@@UArea@@@std@@PAX@1@@Z,1,141392
146192,FUN_00423b10,undefined FUN_00423b10(void),??$_Insert_at@AAU?$pair@QAVGameObject@@UArea@@@std@@PAU?$_Tree_node@U?$pair@QAVGameObject@@UArea@@@std@@PAX@2@@?$_Tree@V?$_Tmap_traits@PAVGameObject@@UArea@@U?$less@PAVGameObject@@@std@@V?$allocator@U?$pair@QAVGameObject@@UArea@@@std@@@4@$0A@@std@@@std@@IAE?AV?$_Tree_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@QAVGameObject@@UArea@@@std@@@std@@@std@@@1@_NPAU?$_Tree_node@U?$pair@QAVGameObject@@UArea@@@std@@PAX@1@AAU?$pair@QAVGameObject@@UArea@@@1@1@Z,1,142096
147152,FID_conflict:max_size,undefined FID_conflict:max_size(void),?GetHandle@GameObject@@QAEHXZ,1,143056
147184,FID_conflict:_Grow_to,undefined FID_conflict:_Grow_to(void),?GetTarget@GameObject@@QAEPAV1@XZ,1,143088
147280,FUN_00423f50,undefined FUN_00423f50(void),_IsCraft,1,143184
148192,FUN_004242e0,undefined FUN_004242e0(void),??_EWeaponPowerup@@UAEPAXI@Z,1,144096
148576,FUN_00424460,undefined FUN_00424460(void),?GetTeam@GameObject@@UAEHXZ,1,144480
148672,FUN_004244c0,undefined FUN_004244c0(void),??0AmmoPowerupClass@@QAE@XZ,1,144576
149472,max_size,undefined max_size(void),??0AnchorRocketClass@@QAE@PAV0@_J@Z,1,145376
151520,FUN_00424fe0,undefined FUN_00424fe0(void),?BuildClass@AnimBuildingClass@@UAEPAVGameObjectClass@@_J@Z,1,147424
156816,FUN_00426490,undefined FUN_00426490(void),?LoadAll@AOI@@SA_NPAU_iobuf@@@Z,1,152720
158032,allocate,undefined allocate(void),?Cleanup@PowerUp@@UAEXXZ,1,153936
158128,allocate,undefined allocate(void),?PostLoad@Craft@@UAE_NXZ,1,154032
161904,_Destroy_range<struct_std::_Wrap_alloc<class_std::allocator<unsigned_char>_>_>,"void __cdecl _Destroy_range<struct_std::_Wrap_alloc<class_std::allocator<unsigned_char>_>_>(uchar * param_1, uchar * param_2, _Wrap_alloc<class_std::allocator<unsigned_char>_> * param_3)",??0APCClass@@QAE@XZ,1,157808
164624,FUN_00428310,undefined FUN_00428310(void),?CreateObject@APCEnemy@@SAPAVSObject@@XZ,1,160528
164672,~function<void___cdecl(void)>,void __thiscall ~function<void___cdecl(void)>(function<void___cdecl(void)> * this),?GetRtimeClass@APCEnemy@@UAEPAVRtimeClass@@XZ,1,160576
165232,FUN_00428570,undefined FUN_00428570(void),?CleanState@APCAttack@@MAEXXZ,1,161136
165920,FUN_00428820,undefined FUN_00428820(void),??0Armory@@QAE@PAU_OBJ76@@PAVArmoryClass@@@Z,1,161824
171232,FUN_00429ce0,undefined FUN_00429ce0(void),?GetHim@UnitTask@@QAEPAVGameObject@@XZ,1,167136
171920,FUN_00429f90,undefined FUN_00429f90(void),?Save@ArmoryProcess@@UAE_NPAU_iobuf@@@Z,1,167824
172960,allocate,undefined allocate(void),?InitState@ArmoryProcess@@IAEXXZ,1,168864
175536,_Ptr_cat<>,undefined _Ptr_cat<>(void),?InitWait@SLFFriend@@UAEXXZ,1,171440
185088,FUN_0042d300,undefined FUN_0042d300(void),?AssignFollowOffset@AttackTask@@IAEXXZ,1,180992
188112,FUN_0042ded0,undefined FUN_0042ded0(void),_IsBuilding,1,184016
188176,FUN_0042df10,undefined FUN_0042df10(void),??1AudioMessageMgr@@QAE@XZ,1,184080
190320,FUN_0042e770,undefined FUN_0042e770(void),?PostRun@AudioMessageMgr@@UAEXXZ,1,186224
197232,FUN_00430270,undefined FUN_00430270(void),_CloseGASObject,1,193136
200928,FUN_004310e0,undefined FUN_004310e0(void),?Build@BarracksClass@@UAEPAVGameObject@@PAU_OBJ76@@@Z,1,196832
205392,FUN_00432250,undefined FUN_00432250(void),??0BeamGun@@QAE@PAU_OBJ76@@PAVBeamGunClass@@@Z,1,201296
205488,FUN_004322b0,undefined FUN_004322b0(void),??_EBeamGun@@UAEPAXI@Z,1,201392
205760,FUN_004323c0,undefined FUN_004323c0(void),?Control@PopperGun@@UAEXM@Z,1,201664
207088,FUN_004328f0,undefined FUN_004328f0(void),?PostLoad@BettyVoice@@UAEXXZ,1,202992
214688,FUN_004346a0,undefined FUN_004346a0(void),?Load@Building@@UAE_NPAU_iobuf@@@Z,1,210592
232128,FUN_00438ac0,undefined FUN_00438ac0(void),??0ChargeGunClass@@QAE@XZ,1,228032
232368,FUN_00438bb0,undefined FUN_00438bb0(void),??0ChargeGunClass@@QAE@PAV0@_J@Z,1,228272
